rowid,FSCL_YR,MINC,MINE,MINF,DepartmentNumber-Numéro-de-Ministère,DEPT_EN_DESC,DEPT_FR_DESC,RCPNT_CLS_EN_DESC,RCPNT_CLS_FR_DESC,RCPNT_NML_EN_DESC,RCPNT_NML_FR_DESC,CTY_EN_NM,CTY_FR_NM,PROVTER_EN,PROVTER_FR,CNTRY_EN_NM,CNTRY_FR_NM,TOT_CY_XPND_AMT,AGRG_PYMT_AMT
67,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Phantom Creek Estates Ltd,Phantom Creek Estates Ltd,Burnaby,Burnaby,British Columbia,Colombie-Britannique,,,0,286071
68,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Pillitteri Estates Winery Inc,Pillitteri Estates Winery Inc,St Catharines,St Catharines,Ontario,Ontario,,,0,225320
69,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Pondview Estate Winery Ltd,Pondview Estate Winery Ltd,Toronto,Toronto,Ontario,Ontario,,,0,167025
70,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Poplar Grove Winery Inc,Poplar Grove Winery Inc,Penticton,Penticton,British Columbia,Colombie-Britannique,,,0,539765
71,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Quails' Gate Vineyards Estate Winery,Quails' Gate Vineyards Estate Winery,Kelowna,Kelowna,British Columbia,Colombie-Britannique,,,0,834142
72,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Ravine Vineyard Estate Winery Inc,Ravine Vineyard Estate Winery Inc,St Catharines,St Catharines,Ontario,Ontario,,,0,117292
73,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Reif Winery Inc,Reif Winery Inc,Niagara-on-the-Lake,Niagara-on-the-Lake,Ontario,Ontario,,,0,143026
74,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Sandhill Vineyards Ltd,Sandhill Vineyards Ltd,Hamilton,Hamilton,Ontario,Ontario,,,0,217961
75,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Sprucewood Shores Inc,Sprucewood Shores Inc,Harrow,Harrow,Ontario,Ontario,,,0,133663
76,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,St Hubertus & Oak Bay Estate Winery,St Hubertus & Oak Bay Estate Winery,Kelowna,Kelowna,British Columbia,Colombie-Britannique,,,0,128441
77,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Strewn Inc,Strewn Inc,Niagara-on-the-Lake,Niagara-on-the-Lake,Ontario,Ontario,,,0,110983
78,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Summerhill Estate Winery,Summerhill Estate Winery,Kelowna,Kelowna,British Columbia,Colombie-Britannique,,,0,251258
79,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Tantalus Holdings Limited Partnership,Tantalus Holdings Limited Partnership,Kelowna,Kelowna,British Columbia,Colombie-Britannique,,,0,116426
80,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Tawse Winery Inc,Tawse Winery Inc,Toronto,Toronto,Ontario,Ontario,,,0,193040
81,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Terrabella Wineries Ltd,Terrabella Wineries Ltd,Westbank,Westbank,British Columbia,Colombie-Britannique,,,0,427634
82,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,The Malivoire Wine Company Limited,The Malivoire Wine Company Limited,Toronto,Toronto,Ontario,Ontario,,,0,209279
83,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,The Thirteenth Street Wine Corporation,The Thirteenth Street Wine Corporation,London,London,Ontario,Ontario,,,0,108724
84,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Time Family of Wines Ltd,Time Family of Wines Ltd,Penticton,Penticton,British Columbia,Colombie-Britannique,,,0,158642
85,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Township 7 Vineyards & Winery Ltd,Township 7 Vineyards & Winery Ltd,Langley,Langley,British Columbia,Colombie-Britannique,,,0,133685
86,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Two Sisters Vineyards Corporation,Two Sisters Vineyards Corporation,Vaughan,Vaughan,Ontario,Ontario,,,0,147945
87,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Unsworth Vineyards Ulc,Unsworth Vineyards Ulc,Duncan,Duncan,British Columbia,Colombie-Britannique,,,0,155156
88,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Valley Commons Winery Ltd,Valley Commons Winery Ltd,Burnaby,Burnaby,British Columbia,Colombie-Britannique,,,0,102927
89,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Vignoble de l'Orpailleur Inc,Vignoble de l'Orpailleur Inc,Cowansville,Cowansville,Quebec,Québec,,,0,331195
90,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,Vineland Estates Winery Limited,Vineland Estates Winery Limited,Vineland,Vineland,Ontario,Ontario,,,0,320492
91,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support the Canadian wine industry,Subventions à l'appui de l'industrie vinicole canadienne,"Payments under $100,000 (358)",Paiements inférieurs à 100 000 $ (358),,,,,,,0,10280927
92,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Abegweit First Nation,Abegweit First Nation,Scotchfort,Scotchfort,Prince Edward Island,Île-du-Prince-Édouard,,,0,156964
93,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Atelier Culinaire Meilleur Apres,Atelier Culinaire Meilleur Apres,Bon-Conseil,Bon-Conseil,Quebec,Québec,,,0,182918
94,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Bande Indienne des Micmacs de Gaspe,Bande Indienne des Micmacs de Gaspe,Gaspe,Gaspe,Quebec,Québec,,,0,133149
95,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Bearskin Lake First Nation,Bearskin Lake First Nation,Bearskin Lake,Bearskin Lake,Ontario,Ontario,,,0,114392
96,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Behdzi Ahda First Nation,Behdzi Ahda First Nation,Colville Lake,Colville Lake,Northwest Territories,Territoires du Nord-Ouest,,,0,125937
97,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Binche Keyoh Bu Society,Binche Keyoh Bu Society,Fort St James,Fort St James,British Columbia,Colombie-Britannique,,,0,105562
98,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Brunswick House First Nation,Brunswick House First Nation,Chapleau,Chapleau,Ontario,Ontario,,,0,120000
99,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Buffalo Narrows Friendship Centre,Buffalo Narrows Friendship Centre,Buffalo Narrows,Buffalo Narrows,Saskatchewan,Saskatchewan,,,0,108351
100,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Bunibonibee Cree Nation,Bunibonibee Cree Nation,Oxford House,Oxford House,Manitoba,Manitoba,,,0,214312
101,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Chemawawin Cree Nation,Chemawawin Cree Nation,Easterville,Easterville,Manitoba,Manitoba,,,0,120000
102,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Club Parentaide Beauce-Centre,Club Parentaide Beauce-Centre,Saint-Jules,Saint-Jules,Quebec,Québec,,,0,117756
103,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Community Connections Society of Southeast British Columbia,Community Connections Society of Southeast British Columbia,Cranbrook,Cranbrook,British Columbia,Colombie-Britannique,,,0,217553
104,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Community Resource Centre Killaloe Inc,Community Resource Centre Killaloe Inc,Killaloe,Killaloe,Ontario,Ontario,,,0,102267
105,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Cree Nation of Eastmain,Cree Nation of Eastmain,Eastmain,Eastmain,Quebec,Québec,,,0,250000
106,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Curve Lake First Nation,Curve Lake First Nation,Curve Lake,Curve Lake,Ontario,Ontario,,,0,215250
107,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Dene Tha' First Nation,Dene Tha' First Nation,Chateh,Chateh,Alberta,Alberta,,,0,250000
108,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Elk Root Conservation Farm Society,Elk Root Conservation Farm Society,Slocan Park,Slocan Park,British Columbia,Colombie-Britannique,,,0,149405
109,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Enoch Cree Nation,Enoch Cree Nation,Enoch,Enoch,Alberta,Alberta,,,0,115425
110,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Flying Dust First Nation,Flying Dust First Nation,Meadow Lake,Meadow Lake,Saskatchewan,Saskatchewan,,,0,195356
111,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Frog Lake First Nations,Frog Lake First Nations,Frog Lake,Frog Lake,Alberta,Alberta,,,0,153388
112,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Gambler First Nation,Gambler First Nation,Binscarth,Binscarth,Manitoba,Manitoba,,,0,143326
113,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Gitxaala Nation,Gitxaala Nation,Kitkatla,Kitkatla,British Columbia,Colombie-Britannique,,,0,107961
114,2023/2024,2,Agriculture and Agri-Food,Agriculture et Agroalimentaire,001,Department of Agriculture and Agri-Food,Ministère de l'Agriculture et de l'Agroalimentaire,Grants to support Investments in Food Policy Initiatives,Subventions pour favoriser les investissements dans les initiatives de la politique alimentaire,Glen Vowell Band,Glen Vowell Band,Sik-E-Dakh,Sik-E-Dakh,British Columbia,Colombie-Britannique,,,0,115000
